date,year,type,country,state,location,activity,sex,age,injury,time,species
Reported 27-Apr-2022,2022.0,Unprovoked,AUSTRALIA,,,Paddleboarding,M,32,No injury,,
17-Apr-2022,2022.0,Unprovoked,USA,Florida,"Whale Harbor, Islamorada, Monroe County",,M,56,Injured,16h00,
12-Apr-2022,2022.0,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Swimming,M,17,Bite to right foot,Afternoon,
11-Apr-2022,2022.0,Unprovoked,USA,Florida,Palm Beach County,Standing,M,Teen,Bite near big toe,16h00,4' shark
09-Apr-2022,2022.0,Provoked,USA,New Jersey,Tutle Back Zoo,Feeding sharks & stingrays,F,12,Finger nipped by captive shark PROVOKED INCIDENT,Afternoon,Epaulette shark
07-Apr-2022,2022.0,Unprovoked,USA,Florida,Canaveral National Seashore,Kayaking,M,,No injury,10h00,
01-Apr-2022,2022.0,,SOUTH AFRICA,KZN,LaLucia,,M,,Possible drowing and scavenging,,
31-Mar-2022,2022.0,Provoked,USA,Florida,Palm Beach County,Fishing,M,50s,Injured,Morning,
18-Mar-2022,2022.0,Unprovoked,COLUMBIA,Isla De San Andres,La Piscinita,Swimming,M,56,Fatal,,Tiger shark
15-Mar-2022,2022.0,Unprovoked,NEW ZEALAND,South Island,Cobden,Surfing,M,,No injury,,
15-Mar-2022,2022.0,Unprovoked,AUSTRALIA,New South Wales,Crowdy Baay,Surfing,M,32,Injured,15h20,Bull shark
15-Mar-2022,2022.0,Unprovoked,AUSTRALIA,New South Wales,Crowdy Baay,Swimming,M,,,16h40,
13-Mar-2022,2022.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,20,Bite to right foot,15h00,
09-Mar-2022,2022.0,Provoked,USA,Florida,Volusia County,Fishing,M,21,Injured,15h30,Black shark
08-Mar-2022,2022.0,Unprovoked,AUSTRALIA,New South Wales,Maroubra,Surfing,M,,No injury,07h50,
26-Feb-2022,2022.0,Unprovoked,USA,California,"San Miguel Islandl, Santa Barbara County",Boogie boarding,M,42,Fatal,11h24,White shark
21-Feb-2022,2022.0,?,BAHAMAS,Grand  Bahama Island,Tiger Beach,Diving,M,51,Injured,12h50,
17-Feb-2022,2022.0,Unprovoked,AUSTRALIA,Queensland,Redcliffe,Fihing,M,,Injured,,Tiger shark
16-Feb-2022,2022.0,Unprovoked,AUSTRALIA,New South Wales,"Buchan Point, Sydney",Swimming,M,36,Fatal,16h30,
12-Feb-2022,2022.0,Unprovoked,MEXICO,Sonora,Yavaros,Diving,M,56,Fatal,10h00,3m shark
11-Feb-2022,2022.0,Unprovoked,USA,Florida,Brevard County,Surfing,M,18,Injured,17h30,
Reported 10-Feb-2022,2022.0,Provoked,BAHAMAS,,,,F,37,Injured,,Nurse shark
08-Feb-2022,2022.0,,COSTA RICA,Guanacoste,Playa Del Coco,Diving,F,50,Injured,,Bull shark
05-Feb-2022,2022.0,Unprovoked,AUSTRALIA,Western Australia,"Beds, Wylie Bay, Esperance",Floating in inflatable pool ring,F,20,Injured,11h15,White shark
24-Jan-2022,2022.0,Unprovoked,AUSTRALIA,New South Wales,Warriewood,Swimming,M,M,Injured,,Wobbegong shark
22-Jan-2022,2022.0,Unprovoked,AUSTRALIA,Western Australia,Whalers Beach,Snorkeling,M,,Injured,,Wobbegong shark
09-Jan-2022,2022.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Off Beachbums, Tongaat",Fishing,M,,No injury,07h31,
09-Jan-2022,2022.0,Unprovoked,NEW ZEALAND,South Island,"Friendly Bay, Oamaru",Swimming,F,13,Injured,16h30,Sevengill shark
06-Jan-2022,2022.0,Unprovoked,USA,Florida,"Anna Maria Island, Manatee County",Surfing,F,42,Injured,14h45,Black shark
04-Jan-2022,2022.0,Unprovoked,AUSTRALIA,New South Wales,"Hyams Beach, Jervis Bay",,F,42,Injured,06h30,
01-Jan-2022,2022.0,Unprovoked,AUSTRALIA,Western Australia,North Lancelin,Surfing,M,40s,No injury,,
25-Dec-2021,2021.0,Unprovoked,New Zealand,South Island,Pororari River,Swimming,F,9,Injured,,
22-Dec-2021,2021.0,Unprovoked,USA,Florida,"Anna Maria Island, Manatee County",Surfing,F,42,Injured,,Black shark
11-Dec-2021`,2021.0,Unprovoked,AUSTRALIA,Queensland,Yarrabah,Fishing,M,24,Injured,10h30,Bull shark
Reported 06-Dec-2021,2021.0,Unprovoked,MEXICO,Quintana Roo,Mahahual,Diving,M,14,Injured,,
06-Dec-2021,2021.0,Unprovoked,AUSTRALIA,Victoria,Ocean Grove Beach,Swimming,F,15,Injured,19h20,
06-Dec-2021,2021.0,Unprovoked,AUSTRALIA,Victoria,Ocean Grove  Beach,Swimming,M,15,Injured,19h20,
04-Dec-2021,2021.0,Unprovoked,USA,Hawaii,"Banyans, Kailua-Kona",Surfing,M,,Injured,,Black shark
15-Nox-2021,2021.0,Unprovoked,BRAZIL,São Paulo.,Boqueirão Beach,Playing,M,11,Injured,12h00,dogfish
07-Nov-2021,2021.0,Unprovoked,USA,Hawaii,"Lahaina, Maui",Fishing,F,27,Injured,10h30,
06-Nov-2021,2021.0,Unprovoked,AUSTRALIA,Western Australia,"Port Beach, North Freemantle",Swimming,M,57,Fatal,10h00,
03-Nov-2021,2021.0,Unprovoked,BRAZIL,São Paulo.,Ubatuba Beach,Swimming,M,,Injured,,
02-Nov-2021,2021.0,Unprovoked,NEW ZEALAND,North Island,Taranaki,Surfing,M,26,Injured,,Broadnose seven gill shark
16-Oct-2021,2021.0,,AUSTRALIA,Queensland,Sudbury Island,Fishing,M,26,Disappeared,,
15-Oct-2021,2021.0,Unprovoked,AUSTRALIA,Queensland,"Hook Island, Whitsundays",Swimming,M,34,Injured,Dusk,
04-Oct-2021,2021.0,Unprovoked,USA,Florida,"Fort Pierce State Park, St. Lucie County",Surfing,M,25,Injured,,
03-Oct-2021,2021.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,M,,Injury to lower left leg,12h00,
03-Oct-2021,2021.0,Unprovoked,USA,California,"Salmon Creek Beach, Sonoma County",Surfing,M,38,Injury to posterior left thigh,09h00,
10-Sep-2021,2021.0,,EGYPT,,Sidi Abdel Rahmen ,Swimming,M,,Injured,,No shark invovlement 
09-Sep-2021,2021.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,!6,Injured,13h20,
05-Sep-2021,2021.0,Unprovoked,AUSTRALIA,New South Wales,Emerald Beach,Surfing,M,31,Fatal,10h30,White shark
03-Sep-2021,2021.0,Unprovoked,British Overseas Territory,Turks and Caicos,,,M,,Injured,,
03-Sep-2021,2021.0,Unprovoked,USA,Louisiana,off Grand Isle,Fishing,M,64,Severe injury to leg,14h00,
28-Aug-2021,2021.0,Unprovoked,USA,Texas,"Galveston Island, Galveston County",Boogie boarding,M,!!,Injured,11h45,
21-Aug-2021,2021.0,Unprovoked,USA,Florida,"Walton Beach Psrk, St. Lucie County",Surfing,M,41,Injured,06h40,Bull shark
13-Aug-2021,2021.0,Unprovoked,CANADA,Nova Scotia,Cape Breton Island,Swimming,F,21,Injured,`17h00,
07-Aug-2021,2021.0,Provoked,AUSTRALIA,Queensland,North Stradbroke Island  ,Harassing sharks,M,,Injured,,
07-Aug-2021,2021.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,35,Injured,10h00,
07-Aug-2021,2021.0,Unprovoked,USA,Florida,"Key Largo, Monroe County",Snorkeling,M,15,Injured,07h51,
03-Aug-2021,2021.0,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",,M,,Injured,11h46,Black shark
02-Aug-2021,2021.0,Unprovoked,USA,Maryland,"Ocean City, Worcester County",Swimming,F,12,Injured,15h00,Black shark
30-Jul-2021,2021.0,Provoked,USA,Florida,Volusia County,Fishing,M,47,Injured,11h00,
27-Jul-2021,2021.0,Unprovoked,USA,North Carolina,Wrightsville Beach,Standing,M,15,Injured,13h30,
27-Jul-2021,2021.0,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Surfing,M,58,Injured,,Black shark
27-Jul-2021,2021.0,Provoked,AUSTRALIA,Western Australia,Varanus Island,Fishing,M,34,Injured,20h30,"Sickelfin lemon shark, 3m"
26-Jul-2021,2021.0,Unprovoked,USA,New York,"Jones Beach, Nassau County",Swimming,M,,Injured,11h00,A small shark
25-Jul-2021,2021.0,Unprovoked,BRAZIL,Pernambuco,Piedade,Squatting in the water,M,32,Injured,,
23-Jul-2021,2021.0,Provoked,THAILAND,Chanthaburi Province,Kung Krabaenbay Royal Département Study Center ,Moving captive shark,M,55,Injured,,Bull shark
21-Jul-2021,2021.0,Unprovoked,USA,California,"Capitola Beach, Santa Cruz County",Surfing,F,,No injury,,
21-Jul-2021,2021.0,,USA,Florida,Brevard County,,F,35,Injured,12h23,
19-Jul-2021,2021.0,Unprovoked,AUSTRALIA,Western Australia,Rottnest Island,Surfing,M,,No injury,12h30,White shark
15-Jul-2021,2021.0,Unprovoked,USA,Florida,Volusia County,Boogie boarding,M,11,Injured,16h30,
14-Jul-2021,2021.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,M,38,Injured,07h07,
Reported 11-Jul-2021,2021.0,Provoked,BAHAMAS,,,Jackass Team's publicity stunt for Discovery Channel's Shark Week 2021,M,,Injured,,
10-Jul-2021,2021.0,Unprovoked,USA,Florida,"Bathtub Beach, Martin County",Playing,F,9,Injured,16h39," Spinner shark, 4'?"
10-Jul-2021,2021.0,Unprovoked,USA,Florida,"46 miles off Mayport, Duval County",Fishing,M,36,Shark involvement prior to death not confirmed,,
10-Jul-2021,2021.0,Unprovoked,BRAZIL,Pernambuco,Piedade,Wading,M,51,Fatal,13h50,
05-Jul-2021,2021.0,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,Surfing,M,25,Injured,16h30,White shark
04-Jul-2021,2021.0,Unprovoked,USA,Florida,Volusia County,Standing,M,8,Injured,16h00,2' to 3' shark
04-Jul-2021,2021.0,Provoked,USA,BAHAMAS,,Fishing,F,19,Injured,,Bull shark
03-Jul-2021,2021.0,Unprovoked,ECUADOR,Galapagos,,Diving,M,31,Single bite to right thigh ,,Galapagos shark
30-Jun-2021,2021.0,Unprovoked,USA,California,"Catalina Island, Orange County",Canoeing,M,15,Injured,07h15,
28-Jun-2021,2021.0,Unprovoked,USA,Florida,Brevard County,Surfing,F,,Injured,,
27-Jun-2021,2021.0,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Swimming,F,7,Injured,11h30,
26-Jun-2021,2021.0,Unprovoked,USA,California,"Gray Whale Beach Cove State Beach, San Mateo County",Swimming,M,38,Injured,09h15,White shark
25-Jun-2021,2021.0,Unprovoked,JORDAN,Aqaba,,Sailing,M,36,Injured,,
23-Jun-2021,2021.0,Unprovoked,AUSTRALIA,Western Australia,Gum Tree Bay,Surfing,M,25,Injured,14h00,
18-Jun-2021,2021.0,Unprovoked,USA,Florida,Volusia County,Standing,M,12,Injured,15h57,
17-Jun-2021,2021.0,Unprovoked,USA,Florida,"Grayton Beach State Park,   Walton County",Swimming,M,14,Injured,14h30,7' to 8' shark 
14-Jun-2021,2021.0,Unprovoked,USA,Florida,Volusia County,Standing,M,12,Injured,,
14-Jun-2021,2021.0,Unprovoked,USA,Florida,Volusia County,Standing,M,71,Injured,,
12-Jun-2021,2021.0,Provoked,ENGLAND,West Sussex,Littlehampton,Fishing,M,51,Injured,,"Tope shark, 6'"
11-Jun-2021,2021.0,Unprovoked,AUSTRALIA,Western Australia,Five Fingers Reef,Snorkeling,M,10,Injured,11h00,"Bronze whaler shark, 2 m"
25-May-2021,2021.0,Provoked,NEW CALEDONIA,Nouville,CHS Beach,Fishing,M,,Presumed fatal  PROVOKED INCIDENT,,
23-May-2021,2021.0,Unprovoked,USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,M,26,Injured,,5' shark
21-May-2021,2021.0,Unprovoked,AUSTRALIA,Western Australia,Quondong Beach,Fishing,M,48,Injured,11h20,
18-May-2021,2021.0,Unprovoked,AUSTRALIA,New South Wales,Turncurry Beach,Surfing,M,59,Fatal,11h15,White shark
15-May-2021,2021.0,Unprovoked,USA,Hawaii,"Kanaha Beach Park, Maui",Kite Foiling,M,35,Injured,16h45,Tiger shark
12-May-2021,2021.0,Provoked,BELIZE,Ambergris Key,,Baiting sharks,M,57,Injured,10h00,8 ft shark
06-May-2021,2021.0,Unprovoked,USA,Florida,Volusia County,Wading,F,21,Nick on foot,11h30,
03-May-2021,2021.0,Unprovoked,USA,Hawaii,"Marine Corps Base, Oahu",Surfing,M,14,Injured,16h00,5.5 ft shark
01-May-2021,2021.0,Unprovoked,JAMAICA,Westmoreland Parish,"Little Bay, Little London",Fishing,M,53,Fatal,08h00,
30-Apr-2021,2021.0,Unprovoked,USA,Florida,Volusia County,Surfing,F,64,Injured,09h00,
29-Apr-2021,2021.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Boggie boarding,M,54,Injured,10j30,
24-Apr-2021,2021.0,Unprovoked,FRENCH POLYNESIA,Tahiti,Tautira,Canoeing,M,25,No injury,08h15,
24-Apr-2021,2021.0,Unprovoked,NEW CALEDONIA,,Nouville,Stand Up Paddleboarding,M,53,Fatal,,
20-Apr-2021,2021.0,Unprovoked,USA,Hawaii,Kukio Bay,Swimming,F,57,Injured,08h56,Tiger shark
19-Apr-2021,2021.0,Unprovoked,AUSTRALIA,Western Australia,Karratha,,M,,Injured,15h40,
17-Apr-2021,2021.0,Provoked,USA,North Carolina,Outer Banks,Tagging sharks,M,,No injury,,"Mako shark, 4 juvenile"
14-Apr-2021,2021.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mdloti,Fishing,M,38,Injured,Afternoon,1.3m shark
13-Apr-2021,2021.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Chintsa,Body boarding,M,38,Fatal,11h00,White shark
02-Apr-2021,2021.0,Unprovoked,USA,Florida,"Key Biscayne, Miami-Dade County",Swimming,M,36,Injured,,
30-Mar-2021,2021.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",,M,,Injured,13h00,
27-Mar-2021,2021.0,Unprovoked,AUSTRALIA,Western Australia,Near Coral Bay,Fishing,M,27,Injury to calf,12h00,Bull shark
26-Mar-2021,2021.0,Unprovoked,FRENCH POLYNESIA,Marquesas,Ua Pou,Swimming,M,10,,,
25-Mar-2021,2021.0,Unprovoked,USA,Florida,Indian River County,,F,16,Injured,11h45,3' to 5' shark
25-Mar-2021,2021.0,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Swimming,M,7,Injured,,  
21-Mar-2021,2021.0,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Surfing,M,9,Injured,14h00,
20-Mar-2021,2021.0,Unprovoked,AUSTRALIA,Western Australia,Yallingup,Paddle boarding,M,75,No injury,15h00,Black shark
18-Mar-2021,2021.0,Unprovoked,USA,Florida,Palm Beach County,Wading,M,20,Injured,Afternoon,Black shark
02-Mar-2021,2021.0,Unprovoked,NEW CALEDONIA,Loyalty Islands,Ouvéa,Fishing,M,16,Injured,Afternoon,Tiger shark
28-Feb-2021,2021.0,Unprovoked,NEW CALEDONIA,,I'îot Maître,Swimming,M,57,Injured,11h00,Tiger shark
20-Feb-2021,2021.0,Provoked,AUSTRALIA,Queensland,Waterford West,Fishing,M,,Injured,17h30,Bull shark
06-Feb-2021,2021.0,Unprovoked,USA,Hawaii,"Waiokapua Bay, Kaui",Surfing,M,,No injury,16h30,
02-Feb-2021,2021.0,Watercraft,AUSTRALIA,South Australia,Gleneg,Surfing,M,17,No injury,19h00,Bronze whaler shark
02-Feb-2021,2021.0,Watercraft,USA,Maui,Ukumehama ,Kayaking,M,45 and 15,No injury,14h00,White shark
29-Jan-2021,2021.0,Unprovoked,AUSTRALIA,Western Australia,"Melaleuca Beach, Cowaramup Bay, Gracetown, ",Swimming,F,46,Injured,10h30,
27-Jan-2021,2021.0,Unprovoked,NEW ZEALAND,North Island,"Papamoa Beach, Bay of Plenty",Swimming,M,61,Injured,20h00,Juvenile shark
23-Jan-2021,2021.0,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,Swimming,M,58,Injured,18h30, 
22-Jan-2021,2021.0,Watercraft,USA,Florida,Off Tampa Bay,Fishing,M,,No injury,,White shark
22-Jan-2021,2021.0,Unprovoked,USA,Hawaii,Maui,Snorkeling,M,73,Injured,07h45,"8"" shark"
21-Jan-2021,2021.0,Unprovoked,AUSTRALIA,South Australia,Port MacDonnell,Snorkeling,M,32,Fatal,17h00,White shark
13-Jan-2021,2021.0,Unprovoked,BRAZIL,Pernambuco,Cacimba do Padre Beach,Surfing,M,52,Injured,,
13-Jan-2021,2021.0,Unprovoked,AUSTRALIA,Western Australia,Blackwall Reach,Swimming,M,54,Severe injury to leg and broken him,07h58,Bull shark
11-Jan-2021,2021.0,Unprovoked,AUSTRALIA,Victoria,13th Beach,Swimming,M,7,Injury to leg,17h40,
09-Jan-2021,2021.0,Unprovoked,ST KITTS / NEVIS,The Narrows,Booby Island,Swimming,F,26,"Severe injury to left leg, resulting in amputation above the knee",09h00-10h00,
07-Jan-2021,2021.0,Unprovoked,NEW ZEALAND,North Island,"Waihī  Beach, Bay of Plenty",Swimming,F,19,Fatal,17h10,
03-Jan-2021,2021.0,Unprovoked,USA,Florida,Brevard County,Surfing,M,19,No injury,10h30,
02-Jan-2021,2021.0,Unprovoked,USA,Florida,Brevard County,Surfing,M,17,Injured,10h30,
02-Jan-2021,2021.0,Unprovoked,USA,Hawaii,"Anaehoomalu Bay
Waikoloa, Hawaii County",Swimming,F,68,Significant injury to right lower leg,08h00,
30-Dec-2020,2020.0,Unprovoked,USA,California,"Coronado, San Diego County",Swimming,M,,No injury,Afternoon,White shark
23-Dec-2020,2020.0,Unprovoked,MALDIVES,Raa Atoll,Faadoo Island,Fishing,M,40,Injured,09h36,
10-Dec-2020,2020.0,Unprovoked,ST MARTIN,,Orient Beach,Swimming,F,39,Fatal,14h00,Tiger shark
09-Dec-2020,2020.0,Unprovoked,AUSTRALIA,Western Australia,Cable Beach,Surfing,M,,No injury,07h00,
08-Dec-2020,2020.0,Unprovoked,USA,Hawaii,Honolua Bay,Surfing,M,56,Fatal,07h45,Tiger shark
06-Dec-2020,2020.0,Unprovoked,USA,Oregon,"Seaside Cove, Clatsop County",Surfing,M,20,Non-life-threatening to left lower leg & foot,15h20,
06-Dec-2020,2020.0,Unprovoked,AUSTRALIA,South Australia,D’Estrees Bay near Kangaroo Island,Surfing,M,29,Injured,14h20,White shark
02-Dec-2020,2020.0,Unprovoked,EGYPT,South Sinai,Marsa Alam,Diving,F,42,Injured,,White shark
26-Nov-2020,2020.0,Unprovoked,USA,Hawaii,Maui,Snorkeling,F,35,Severe injury to torso,14h00,
23-Nov-2020,2020.0,Unprovoked,NEW CALEDONIA,South Province,St. Vincent Bay,Snorkeling,F,,Injured,,Tiger shark
22-Nov-2020,2020.0,Unprovoked,AUSTRALIA,Western Australia,Cable Beach,Body boarding,M,59,Fatal,08h40,Bull shark
02-Nov-2020,2020.0,Unprovoked,AUSTRALIA,New South Wales,"Town Beach, Port Macquarie",Surfing,M,13,Injured,06h00,
31-Oct-2020,2020.0,Unprovoked,USA,Florida,Ormond Beach,Swimming,M,17,Injured,16h00,Black shark
30-Oct-2020,2020.0,Unprovoked,BAHAMAS, Grand Bahama Island,East End Point,Fishing,M,,Injured,,"""Reef shark"""
29-Oct-2020,2020.0,Unprovoked,USA,"Franklin County, Florida",St George Island,Surfing,M,,Injured,13h00,
25-Oct-2020,2020.0,Unprovoked,EGYPT,South Sinai,"Shark Reef, Ras Muhammed",Snorkeling,M,,"Boy lost arm, dive guide lost leg, ",,
24-Oct-2020,2020.0,Unprovoked,AUSTRALIA,Queensland,Britomart Reef,Fishing,M,59,Severe injury to thigh,12h00,
21-Oct-2020,2020.0,,USA,North Carolina,"Emerald Isle, Carteret County",Surfing,M,,Injured,Sunset,Not confirmed
09-Oct-2020,2020.0,Unprovoked,AUSTRALIA,Western Australia,Kelp Beds Beach (Kelpies),Surfing,M,52,Fatal,10h45,4m shark
07-Oct-2020,2020.0,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Surfing,M,31,Injured,Afternoon,Black shark
04-Oct-2020,2020.0,Unprovoked,AUSTRALIA,Western Australia,"Toms Surf break, Hamersley Pool, North Beach, Perth",Surfing,M,17,No injury,10h45,Bronze whaler 1.5m
29-Sep-2020,2020.0,Provoked,USA,Florida,Near Key Largo,,M,,Injured,,Small nurse shark
21-Sep-2020,2020.0,,USA,Hawaii,"Charley Young Beach, Maui",Swimming,F,61,Injured,11h00,Injuries not caused by a shark
20-Sep-2020,2020.0,Unprovoked,USA,Florida,"Sombero Key Light, Monroe County",Snorkeling,M,30,Severe bite to shoulder,10h30,Bull shark
17-Sep-2020,2020.0,Provoked,AUSTRALIA,Queensland,Fraser Island,Fishing,M,50s,Injured,16h00,White shark
16-Sep-2020,2020.0,Unprovoked,AUSTRALIA,New South Wales,Cabarita Beach,Foil-boarding,M,,No injury,Afternoon,White shark
16-Sep-2020,2020.0,,USA,Florida,Volusia County,Swimming,M,48,Injured,15h20,Not confirmed
15-Sep-2020,2020.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,15,Injured,10h45,
15-Sep-2020,2020.0,Unprovoked,USA,Florida,Brevard County,Surfing,M,25,Injured,08h15,
08-Sep-2020,2020.0,,USA,Florida,Canaveral National Seashore,Surfing,M,54,Injured,,4' to 5' shark
07-Sep-2020,2020.0,Unprovoked,AUSTRALIA,Queensland,"Greenmount Beach, Coolangatta",Surfing,M,46,Fatal,17h00,White shark
06-Sep-2020,2020.0,Unprovoked,USA,Hawaii,Puako,Snorkeling,F,70,Injured,16h30,8' shark
02-Sep-2020,2020.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County",,M,,Injured,,"Nurse shark, juvenile"
30-Aug-2020,2020.0,Watercraft,AUSTRALIA,New South Wales,Forster,Fishing,M,,No injury,Afternoon,White shark
30-Aug-2020,2020.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Surfing,M,12,Injury to right foot and ankle,11h30,
28-Aug-2020,2020.0,Unprovoked,USA,California,"Shelter Cove, Humboldt County",Fishing,M,,No injury,Afternoon,White shark
23-Aug-2020,2020.0,Unprovoked,USA,Florida,Volusia County,Standing,M,23,Injured,15h00,
22-Aug-2020,2020.0,Unprovoked,USA,Florida,St. Johns County,Surfing,M,14,Injured,Morning,4' to 5' shark
20-Aug-2020,2020.0,Unprovoked,USA,Florida,Volusia County,Boogie boarding,F,50,Injured,11h00,
19-Aug-2020,2020.0,,USA,South Carolina,Horry County,Wading,F,,Injured,1415,
14-Aug-2020,2020.0,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, Port Macquarie",Surfing,F,35,Injured,09h30,White shark
10-Aug-2020,2020.0,Provoked,USA,Florida,"Off Gasparilla Island, Charlotte County",Fishing,M,55,Injury to left forearm by hooked shark PROVOKED INCIDENT,16h00,Black shark
02-Aug-2020,2020.0,Unprovoked,USA,Virgin Islands,"Candle Reef, St. Croix",Snorkeling,F,,Injured,14h00,"Nurse shark, 5'"
01-Aug-2020,2020.0,Unprovoked,USA,North Carolina,"Surf City, Pender County",Surfing,M,54,Injured,14h00-15h00,
31-Jul-2020,2020.0,Unprovoked,USA,Florida,Volusia County,Surfing,F,22,Injured,17h00,
31-Jul-2020,2020.0,Unprovoked,USA,Alabama,"Orange Beach, Baldwin County",Swimming,M,14,Injured,13h00,Black shark
31-Jul-2020,2020.0,Unprovoked,AUSTRALIA,Western Australia,Bunker Bay Beach,Surfing,M,28,Injured,14h15,White shark
29-Jul-2020,2020.0,Unprovoked,USA,Florida,Florida Keys,Diving,M,38,Injured,,"Lemon shark, 8'"
29-Jul-2020,2020.0,Watercraft,AUSTRALIA,Tasmania,Tenth Island,Sightseeing,M,,No injury,09h08,White shark
27-Jul-2020,2020.0,Unprovoked,FRENCH POLYNESIA,Tuamotu Islands,Tikehau,Swimming,M,4,Injured,Evening,Black shark
27-Jul-2020,2020.0,Unprovoked,USA,Maine,"Bailey Island, Cumberland County",Swimming,F,63,Fatal,15h59,White shark
23-Jul-2020,2020.0,Unprovoked,USA,Bahamas,Spanish Cay,Fishing,M,23,Injured,12h00,"Reef shark, 5' to 6 '"
23-Jul-2020,2020.0,Unprovoked,USA,Florida,Volusia County,Standing,M,11,Injured,,
22-Jul-2020,2020.0,Unprovoked,USA,North Carolina,"Neuse River, Craven County",Treading water,M,,Injured,17h30,Bull shark
19-Jul-2020,2020.0,Unprovoked,USA,Florida,Brevard County,Wading,F,12,Injured,Afternoon,
17-Jul-2020,2020.0,Unprovoked,AUSTRALIA,Tasmania,Off Stanley,Fishing,M,10,Injured,13h30,White shark
14-Jul-2020,2020.0,Unprovoked,USA,Florida,Brevard County,Wading,F,14,Severe bite to right foot,,Bull shark
13-Jul-2020,2020.0,Unprovoked,AUSTRALIA,Queensland,Fitzroy Island,Snorkeling,F,29,Injury to lower left leg and ankle,11h45,2 m shark
11-Jul-2020,2020.0,Unprovoked,AUSTRALIA,New South Wales,Wilsons Headland,Surfing,M,15,Fatal,14h30,White shark
10-Jul-202,2020.0,Unprovoked,USA,Florida,Brevard County,Surfing,F,15,Injured,08h00,
04-Jul-2020,2020.0,Unprovoked,AUSTRALIA,Queensland,Fraser Island,Fishing,M,36,Fatal,14h00,
22-Jun-2020,2020.0,Unprovoked,USA,Florida,"Homestead, Miami-Dade County",Playing,M,7,Injured,,Bull shark
20-Jun-2020,2020.0,Unprovoked,USA,North Carolina,"Salvo, Dare County",Surfing,M,16,Injury to thigh,16h00,
20-Jun-2020,2020.0,Unprovoked,BAHAMAS,Exumas,"Pig Beach, Pig Island",,M,,,,
16-Jun-2020,2020.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umhlanga Rocks,Surfing,F,,No injury,14h00,
10-Jun-2020,2020.0,Unprovoked,NEW CALEDONIA,South Province,"Plateau de Ricaudy, Nouméa",Surfing,M,30,Fatal,Afternoon,Tiger shark
07-Jun-2020,2020.0,Unprovoked,AUSTRALIA,New South Wales,Salt Beach near Kingscliff,Surfing,M,60,Fatal,10h40,White shark
06-Jun-2020,2020.0,Unprovoked,AUSTRALIA,Western Australia,"Tantabitti Beach, Nigaloo",,F,,,,
